Articolo,DESCRIZIONE,Prezzo,Stato ProFAR. DOTto
6710.32/WW/ST,STAR MEDIUM 1 500mA 3000K ST,  124.00 ,3
6710.32/XW/24,STAR MEDIUM 1 500mA 2700K 24°,  124.00 ,3
6710.32/XW/40,STAR MEDIUM 1 500mA 2700K 40°,  124.00 ,3
6710.32/XW/60,STAR MEDIUM 1 500mA 2700K 60°,  124.00 ,3
6710.32/XW/ST,STAR MEDIUM 1 500mA 2700K ST,  124.00 ,3
6711.01/W/24,STAR MEDIUM 2 500mA 4000K 24°,  114.00 ,3
6711.01/W/40,STAR MEDIUM 2 500mA 4000K 40°,  114.00 ,3
6711.01/W/60,STAR MEDIUM 2 500mA 4000K 60°,  114.00 ,3
6711.01/W/ST,STAR MEDIUM 2 500mA 4000K ST,  114.00 ,3
6711.01/WW/24,STAR MEDIUM 2 500mA 3000K 24°,  114.00 ,3
6711.01/WW/40,STAR MEDIUM 2 500mA 3000K 40°,  114.00 ,3
6711.01/WW/60,STAR MEDIUM 2 500mA 3000K 60°,  114.00 ,3
6711.01/WW/ST,STAR MEDIUM 2 500mA 3000K ST,  114.00 ,3
6711.01/XW/24,STAR MEDIUM 2 500mA 2700K 24°,  114.00 ,3
6711.01/XW/40,STAR MEDIUM 2 500mA 2700K 40°,  114.00 ,3
6711.01/XW/60,STAR MEDIUM 2 500mA 2700K 60°,  114.00 ,3
6711.01/XW/ST,STAR MEDIUM 2 500mA 2700K ST,  114.00 ,3
6711.02/W/24,STAR MEDIUM 2 500mA 4000K 24°,  114.00 ,3
6711.02/W/40,STAR MEDIUM 2 500mA 4000K 40°,  114.00 ,3
6711.02/W/60,STAR MEDIUM 2 500mA 4000K 60°,  114.00 ,3
6711.02/W/ST,STAR MEDIUM 2 500mA 4000K ST,  114.00 ,3
6711.02/WW/24,STAR MEDIUM 2 500mA 3000K 24°,  114.00 ,3
6711.02/WW/40,STAR MEDIUM 2 500mA 3000K 40°,  114.00 ,3
6711.02/WW/60,STAR MEDIUM 2 500mA 3000K 60°,  114.00 ,3
6711.02/WW/ST,STAR MEDIUM 2 500mA 3000K ST,  114.00 ,3
6711.02/XW/24,STAR MEDIUM 2 500mA 2700K 24°,  114.00 ,3
6711.02/XW/40,STAR MEDIUM 2 500mA 2700K 40°,  114.00 ,3
6711.02/XW/60,STAR MEDIUM 2 500mA 2700K 60°,  114.00 ,3
6711.02/XW/ST,STAR MEDIUM 2 500mA 2700K ST,  114.00 ,3
6712.01/W,STAR MEDIUM ASYMMETRIC 4000K,  124.00 ,3
6712.01/WW,STAR MEDIUM ASYMMETRIC 3000K,  124.00 ,3
6712.01/XW,STAR MEDIUM ASYMMETRIC 2700K,  124.00 ,3
6712.02/W,STAR MEDIUM ASYMMETRIC 4000K,  124.00 ,3
6712.02/WW,STAR MEDIUM ASYMMETRIC 3000K,  124.00 ,3
6712.02/XW,STAR MEDIUM ASYMMETRIC 2700K,  124.00 ,3
6712.25/W,STAR MEDIUM ASYMMETRIC 4000K,  144.00 ,3
6712.25/WW,STAR MEDIUM ASYMMETRIC 3000K,  144.00 ,3
6712.25/XW,STAR MEDIUM ASYMMETRIC 2700K,  144.00 ,3
6712.32/W,STAR MEDIUM ASYMMETRIC 4000K,  142.00 ,3
6712.32/WW,STAR MEDIUM ASYMMETRIC 3000K,  142.00 ,3
6712.32/XW,STAR MEDIUM ASYMMETRIC 2700K,  142.00 ,3
6713.01/W,STAR MEDIUM 3 350mA 4000K,  117.00 ,3
6713.01/WW,STAR MEDIUM 3 350mA 3000K,  117.00 ,3
6713.01/XW,STAR MEDIUM 3 350mA 2700K,  117.00 ,3
6713.02/W,STAR MEDIUM 3 350mA 4000K,  117.00 ,3
6713.02/WW,STAR MEDIUM 3 350mA 3000K,  117.00 ,3
6713.02/XW,STAR MEDIUM 3 350mA 2700K,  117.00 ,3
6713.25/W,STAR MEDIUM 3 350mA 4000K,  137.00 ,3
6713.25/WW,STAR MEDIUM 3 350mA 3000K,  137.00 ,3
6713.25/XW,STAR MEDIUM 3 350mA 2700K,  137.00 ,3
6713.32/W,STAR MEDIUM 3 350mA 4000K,  135.00 ,3
6713.32/WW,STAR MEDIUM 3 350mA 3000K,  135.00 ,3
6713.32/XW,STAR MEDIUM 3 350mA 2700K,  135.00 ,3
6714.01/W/24,STAR MEDIUM 4 500mA 4000K 24°,  113.00 ,3
6714.01/W/40,STAR MEDIUM 4 500mA 4000K 40°,  113.00 ,3
6714.01/W/60,STAR MEDIUM 4 500mA 4000K 60°,  113.00 ,3
6714.01/W/ST,STAR MEDIUM 4 500mA 4000K ST,  113.00 ,3
6714.01/WW/24,STAR MEDIUM 4 500mA 3000K 24°,  113.00 ,3
6714.01/WW/40,STAR MEDIUM 4 500mA 3000K 40°,  113.00 ,3
6714.01/WW/60,STAR MEDIUM 4 500mA 3000K 60°,  113.00 ,3
6714.01/WW/ST,STAR MEDIUM 4 500mA 3000K ST,  113.00 ,3
6714.01/XW/24,STAR MEDIUM 4 500mA 2700K 24°,  113.00 ,3
6714.01/XW/40,STAR MEDIUM 4 500mA 2700K 40°,  113.00 ,3
6714.01/XW/60,STAR MEDIUM 4 500mA 2700K 60°,  113.00 ,3
6714.01/XW/ST,STAR MEDIUM 4 500mA 2700K ST,  113.00 ,3
6714.02/W/24,STAR MEDIUM 4 500mA 4000K 24°,  113.00 ,3
6714.02/W/40,STAR MEDIUM 4 500mA 4000K 40°,  113.00 ,3
6714.02/W/60,STAR MEDIUM 4 500mA 4000K 60°,  113.00 ,3
6714.02/W/ST,STAR MEDIUM 4 500mA 4000K ST,  113.00 ,3
6714.02/WW/24,STAR MEDIUM 4 500mA 3000K 24°,  113.00 ,3
6714.02/WW/40,STAR MEDIUM 4 500mA 3000K 40°,  113.00 ,3
6714.02/WW/60,STAR MEDIUM 4 500mA 3000K 60°,  113.00 ,3
6714.02/WW/ST,STAR MEDIUM 4 500mA 3000K ST,  113.00 ,3
6714.02/XW/24,STAR MEDIUM 4 500mA 2700K 24°,  113.00 ,3
6714.02/XW/40,STAR MEDIUM 4 500mA 2700K 40°,  113.00 ,3
6714.02/XW/60,STAR MEDIUM 4 500mA 2700K 60°,  113.00 ,3
6714.02/XW/ST,STAR MEDIUM 4 500mA 2700K ST,  113.00 ,3
6715.01/W/18,STAR ADJUSTABLE 1 350mA 4000K,  113.00 ,3
6715.01/W/40,STAR ADJUSTABLE 1 350mA 4000K,  113.00 ,3
6715.01/W/60,STAR ADJUSTABLE 1 350mA 4000K,  113.00 ,3
6715.01/W/ST,STAR ADJUSTABLE 1 350mA 4000K,  113.00 ,3
6715.01/WW/18,STAR ADJUSTABLE 1 350mA 3000K,  113.00 ,3
6715.01/WW/40,STAR ADJUSTABLE 1 350mA 3000K,  113.00 ,3
6715.01/WW/60,STAR ADJUSTABLE 1 350mA 3000K,  113.00 ,3
6715.01/WW/ST,STAR ADJUSTABLE 1 350mA 3000K,  113.00 ,3
6715.01/XW/18,STAR ADJUSTABLE 1 350mA 2700K,  113.00 ,3
6715.01/XW/40,STAR ADJUSTABLE 1 350mA 2700K,  113.00 ,3
6715.01/XW/60,STAR ADJUSTABLE 1 350mA 2700K,  113.00 ,3
6715.01/XW/ST,STAR ADJUSTABLE 1 350mA 2700K,  113.00 ,3
6715.02/W/18,STAR ADJUSTABLE 1 350mA 4000K,  113.00 ,3
6715.02/W/40,STAR ADJUSTABLE 1 350mA 4000K,  113.00 ,3
6715.02/W/60,STAR ADJUSTABLE 1 350mA 4000K,  113.00 ,3
6715.02/W/ST,STAR ADJUSTABLE 1 350mA 4000K,  113.00 ,3
6715.02/WW/18,STAR ADJUSTABLE 1 350mA 3000K,  113.00 ,3
6715.02/WW/40,STAR ADJUSTABLE 1 350mA 3000K,  113.00 ,3
6715.02/WW/60,STAR ADJUSTABLE 1 350mA 3000K,  113.00 ,3
6715.02/WW/ST,STAR ADJUSTABLE 1 350mA 3000K,  113.00 ,3
6715.02/XW/18,STAR ADJUSTABLE 1 350mA 2700K,  113.00 ,3
6715.02/XW/40,STAR ADJUSTABLE 1 350mA 2700K,  113.00 ,3
6715.02/XW/60,STAR ADJUSTABLE 1 350mA 2700K,  113.00 ,3
6715.02/XW/ST,STAR ADJUSTABLE 1 350mA 2700K,  113.00 ,3
6716.01/W/18,STAR ADJUSTABLE 2 350mA 4000K,  115.00 ,3
6716.01/W/40,STAR ADJUSTABLE 2 350mA 4000K,  115.00 ,3
6716.01/W/60,STAR ADJUSTABLE 2 350mA 4000K,  115.00 ,3
6716.01/W/ST,STAR ADJUSTABLE 2 350mA 4000K,  115.00 ,3
6716.01/WW/18,STAR ADJUSTABLE 2 350mA 3000K,  115.00 ,3
6716.01/WW/40,STAR ADJUSTABLE 2 350mA 3000K,  115.00 ,3
6716.01/WW/60,STAR ADJUSTABLE 2 350mA 3000K,  115.00 ,3
6716.01/WW/ST,STAR ADJUSTABLE 2 350mA 3000K,  115.00 ,3
6716.01/XW/18,STAR ADJUSTABLE 2 350mA 2700K,  115.00 ,3
6716.01/XW/40,STAR ADJUSTABLE 2 350mA 2700K,  115.00 ,3
6716.01/XW/60,STAR ADJUSTABLE 2 350mA 2700K,  115.00 ,3
6716.01/XW/ST,STAR ADJUSTABLE 2 350mA 2700K,  115.00 ,3
6716.02/W/18,STAR ADJUSTABLE 2 350mA 4000K,  115.00 ,3
6716.02/W/40,STAR ADJUSTABLE 2 350mA 4000K,  115.00 ,3
6716.02/W/60,STAR ADJUSTABLE 2 350mA 4000K,  115.00 ,3
6716.02/W/ST,STAR ADJUSTABLE 2 350mA 4000K,  115.00 ,3
6716.02/WW/18,STAR ADJUSTABLE 2 350mA 3000K,  115.00 ,3
6716.02/WW/40,STAR ADJUSTABLE 2 350mA 3000K,  115.00 ,3
6716.02/WW/60,STAR ADJUSTABLE 2 350mA 3000K,  115.00 ,3
6716.02/WW/ST,STAR ADJUSTABLE 2 350mA 3000K,  115.00 ,3
6716.02/XW/18,STAR ADJUSTABLE 2 350mA 2700K,  115.00 ,3
6716.02/XW/40,STAR ADJUSTABLE 2 350mA 2700K,  115.00 ,3
6716.02/XW/60,STAR ADJUSTABLE 2 350mA 2700K,  115.00 ,3
6716.02/XW/ST,STAR ADJUSTABLE 2 350mA 2700K,  115.00 ,3
6717.01/W/25,IRIS DOPPIO TRACK 48V 4000K,  262.00 ,3
6717.01/W/48,IRIS DOPPIO TRACK 48V 4000K,  262.00 ,3
6717.01/W/63,IRIS DOPPIO TRACK 48V 4000K,  262.00 ,3
6717.01/W/ST,IRIS DOPPIO TRACK 48V 4000K,  262.00 ,3
6717.01/WW/25,IRIS DOPPIO TRACK 48V 3000K,  262.00 ,3
6717.01/WW/48,IRIS DOPPIO TRACK 48V 3000K,  262.00 ,3
6717.01/WW/63,IRIS DOPPIO TRACK 48V 3000K,  262.00 ,3
6717.01/WW/ST,IRIS DOPPIO TRACK 48V 3000K,  262.00 ,3
6717.01/XW/25,IRIS DOPPIO TRACK 48V 2700K,  262.00 ,3
6717.01/XW/48,IRIS DOPPIO TRACK 48V 2700K,  262.00 ,3
6717.01/XW/63,IRIS DOPPIO TRACK 48V 2700K,  262.00 ,3
6717.01/XW/ST,IRIS DOPPIO TRACK 48V 2700K,  262.00 ,3
6717.02/W/25,IRIS DOPPIO TRACK 48V 4000K,  262.00 ,3
6717.02/W/48,IRIS DOPPIO TRACK 48V 4000K,  262.00 ,3
6717.02/W/63,IRIS DOPPIO TRACK 48V 4000K,  262.00 ,3
6717.02/W/ST,IRIS DOPPIO TRACK 48V 4000K,  262.00 ,3
6717.02/WW/25,IRIS DOPPIO TRACK 48V 3000K,  262.00 ,3
6717.02/WW/48,IRIS DOPPIO TRACK 48V 3000K,  262.00 ,3
6717.02/WW/63,IRIS DOPPIO TRACK 48V 3000K,  262.00 ,3
6717.02/WW/ST,IRIS DOPPIO TRACK 48V 3000K,  262.00 ,3
6717.02/XW/25,IRIS DOPPIO TRACK 48V 2700K,  262.00 ,3
6717.02/XW/48,IRIS DOPPIO TRACK 48V 2700K,  262.00 ,3
6717.02/XW/63,IRIS DOPPIO TRACK 48V 2700K,  262.00 ,3
6717.02/XW/ST,IRIS DOPPIO TRACK 48V 2700K,  262.00 ,3
6717.25/W/25,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/W/48,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/W/63,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/W/ST,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/WW/25,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/WW/48,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/WW/63,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/WW/ST,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/XW/25,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/XW/48,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/XW/63,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6717.25/XW/ST,FARETTO IRIS DOPPIO TRACK 48V,  310.00 ,3
6720.01/W/15,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.01/W/38,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.01/W/60,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.01/WW/15,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.01/WW/38,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.01/WW/60,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.02/W/15,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.02/W/38,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.02/W/60,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.02/WW/15,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.02/WW/38,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6720.02/WW/60,NEWTON MAXI TRACK 230V 12W,  160.00 ,3
6721.01/W/15,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.01/W/38,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.01/W/60,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.01/WW/15,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.01/WW/38,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.01/WW/60,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.02/W/15,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.02/W/38,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.02/W/60,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.02/WW/15,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.02/WW/38,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6721.02/WW/60,NEWTON MAXI TRACK 230V 21W,  190.00 ,3
6722.02/WW,NEWTON MICRO TRACK 24V TINY,  132.00 ,3
6723.02/WW/24,NEWTON MINI TRACK 24V TINY,  140.00 ,3
6723.02/WW/38,NEWTON MINI TRACK 24V TINY,  140.00 ,3
6724.02/WW,SEGMENTO MINI TRACK 24V TINY,  90.00 ,3
6725.02/WW,SEGMENTO DARK MINI TRACK 24V,  109.00 ,3
6729.33/W,FARETTO DRIVE 24V 4000K,  165.00 ,1
6729.33/WW,FARETTO DRIVE 24V 3000K,  165.00 ,1
6729.33/XW,FARETTO DRIVE 24V 2700K,  165.00 ,1
6730.33/W,ZEPPELIN MINI T. 350mA 4000K,  74.00 ,3
6730.33/WW,ZEPPELIN MINI T. 350mA 3000K,  74.00 ,3
6730.33/XW,ZEPPELIN MINI T. 350mA 2700K,  74.00 ,3
6731.33/W,ZEPPELIN MINI Q. 350mA 4000K,  80.00 ,3
6731.33/WW,ZEPPELIN MINI Q. 350mA 3000K,  80.00 ,3
6731.33/XW,ZEPPELIN MINI Q. 350mA 2700K,  80.00 ,3
6732.33/W/11,ZEPPELIN MINI PLUS T. 4000K,  79.00 ,3
6732.33/W/25,ZEPPELIN MINI PLUS T. 4000K,  79.00 ,3
6732.33/W/45,ZEPPELIN MINI PLUS T. 4000K,  79.00 ,3
6732.33/WW/11,ZEPPELIN MINI PLUS T. 3000K,  79.00 ,3
6732.33/WW/25,ZEPPELIN MINI PLUS T. 3000K,  79.00 ,3
6732.33/WW/45,ZEPPELIN MINI PLUS T. 3000K,  79.00 ,3
6732.33/XW/11,ZEPPELIN MINI PLUS T. 2700K,  79.00 ,3
6732.33/XW/25,ZEPPELIN MINI PLUS T. 2700K,  79.00 ,3
6732.33/XW/45,ZEPPELIN MINI PLUS T. 2700K,  79.00 ,3
6733.33/W/11,ZEPPELIN MINI PLUS Q. 4000K,  85.00 ,3
6733.33/W/25,ZEPPELIN MINI PLUS Q. 4000K,  85.00 ,3
6733.33/W/45,ZEPPELIN MINI PLUS Q. 4000K,  85.00 ,3
6733.33/WW/11,ZEPPELIN MINI PLUS Q. 3000K,  85.00 ,3
6733.33/WW/25,ZEPPELIN MINI PLUS Q. 3000K,  85.00 ,3
6733.33/WW/45,ZEPPELIN MINI PLUS Q. 3000K,  85.00 ,3
6733.33/XW/11,ZEPPELIN MINI PLUS Q. 2700K,  85.00 ,3
6733.33/XW/25,ZEPPELIN MINI PLUS Q. 2700K,  85.00 ,3
6733.33/XW/45,ZEPPELIN MINI PLUS Q. 2700K,  85.00 ,3
6734.33/W,VISTA MINI 350mA 4000K,  90.00 ,3
6734.33/WW,VISTA MINI 350mA 3000K,  90.00 ,3
6734.33/XW,VISTA MINI 350mA 2700K,  90.00 ,3
6735.33/W,KROSS MINI 350mA 4000K,  95.00 ,1
6735.33/WW,KROSS MINI 350mA 3000K,  95.00 ,1
6735.33/XW,KROSS MINI 350mA 2700K,  95.00 ,1
6736.33/W,ZEPPELIN MAXI T. 24V 4000K,  145.00 ,1
6736.33/WW,ZEPPELIN MAXI T. 24V 3000K,  145.00 ,1
6736.33/XW,ZEPPELIN MAXI T. 24V 2700K,  145.00 ,1
6737.33/W,ZEPPELIN MAXI Q. 24V 4000K,  170.00 ,1
6737.33/WW,ZEPPELIN MAXI Q. 24V 3000K,  170.00 ,1
6737.33/XW,ZEPPELIN MAXI Q. 24V 2700K,  170.00 ,1
6738.01/W,STEP MINI TONDO 350 mA 4000K,  84.00 ,1
6738.01/WW,STEP MINI TONDO 350 mA 3000K,  84.00 ,1
6738.01/XW,STEP MINI TONDO 350 mA 2700K,  84.00 ,1
6738.45/W,STEP MINI TONDO 350 mA 4000K,  87.00 ,1
6738.45/WW,STEP MINI TONDO 350 mA 3000K,  87.00 ,1
6738.45/XW,STEP MINI TONDO 350 mA 2700K,  87.00 ,1
6739.01/W,STEP MINI QUADRO 350mA 4000K,  88.00 ,1
6739.01/WW,STEP MINI QUADRO 350mA 3000K,  88.00 ,1
6739.01/XW,STEP MINI QUADRO 350mA 2700K,  88.00 ,1
6739.45/W,STEP MINI QUADRO 350mA 4000K,  91.00 ,1
6739.45/WW,STEP MINI QUADRO 350mA 3000K,  91.00 ,1
6739.45/XW,STEP MINI QUADRO 350mA 2700K,  91.00 ,1
6740.01/W/15,TOP IP44 500mA 4000K 15°,  58.00 ,1
6740.01/W/25,TOP IP44 500mA 4000K 25°,  58.00 ,3
6740.01/W/45,TOP IP44 500mA 4000K 45°,  58.00 ,3
6740.01/WW/15,TOP IP44 500mA 3000K 15°,  58.00 ,1
6740.01/WW/25,TOP IP44 500mA 3000K 25°,  58.00 ,3
6740.01/WW/45,TOP IP44 500mA 3000K 45°,  58.00 ,3
6740.01/XW/15,TOP IP44 500mA 2700K 15°,  58.00 ,1
6740.01/XW/25,TOP IP44 500mA 2700K 25°,  58.00 ,3
6740.01/XW/45,TOP IP44 500mA 2700K 45°,  58.00 ,3
6740.02/W/15,TOP IP44 500mA 4000K 15°,  58.00 ,1
6740.02/W/25,TOP IP44 500mA 4000K 25°,  58.00 ,1
6740.02/W/45,TOP IP44 500mA 4000K 45°,  58.00 ,1
6740.02/WW/15,TOP IP44 500mA 3000K 15°,  58.00 ,1
6740.02/WW/25,TOP IP44 500mA 3000K 25°,  58.00 ,1
6740.02/WW/45,TOP IP44 500mA 3000K 45°,  58.00 ,1
6740.02/XW/15,TOP IP44 500mA 2700K 15°,  58.00 ,1
6740.02/XW/25,TOP IP44 500mA 2700K 25°,  58.00 ,1
6740.02/XW/45,TOP IP44 500mA 2700K 45°,  58.00 ,1
6740.31/W/15,TOP IP44 500mA 4000K 15°,  65.00 ,1
6740.31/W/25,TOP IP44 500mA 4000K 25°,  65.00 ,1
6740.31/W/45,TOP IP44 500mA 4000K 45°,  65.00 ,1
6740.31/WW/15,TOP IP44 500mA 3000K 15°,  65.00 ,1
6740.31/WW/25,TOP IP44 500mA 3000K 25°,  65.00 ,1
6740.31/WW/45,TOP IP44 500mA 3000K 45°,  65.00 ,1
6740.31/XW/15,TOP IP44 500mA 2700K 15°,  65.00 ,1
6740.31/XW/25,TOP IP44 500mA 2700K 25°,  65.00 ,1
6740.31/XW/45,TOP IP44 500mA 2700K 45°,  65.00 ,1
6741.33/W/15,ZEPPELIN MAXI COB Q. 4000K 15°,  187.00 ,1
6741.33/W/28,ZEPPELIN MAXI COB Q. 4000K 28°,  187.00 ,1
6741.33/W/60,ZEPPELIN MAXI COB Q. 4000K 60°,  187.00 ,1
6741.33/WW/15,ZEPPELIN MAXI COB Q. 3000K 15°,  187.00 ,1
6741.33/WW/28,ZEPPELIN MAXI COB Q. 3000K 28°,  187.00 ,1
6741.33/WW/60,ZEPPELIN MAXI COB Q. 3000K 60°,  187.00 ,1
6741.33/XW/15,ZEPPELIN MAXI COB Q. 2700K 15°,  187.00 ,1
6741.33/XW/28,ZEPPELIN MAXI COB Q. 2700K 28°,  187.00 ,1
6741.33/XW/60,ZEPPELIN MAXI COB Q. 2700K 60°,  187.00 ,1
6750.01/W/25,IRIS INCASSO 10 CM 350mA 4000K,  95.00 ,3
6750.01/W/48,IRIS INCASSO 10 CM 350mA 4000K,  95.00 ,3
6750.01/W/63,IRIS INCASSO 10 CM 350mA 4000K,  95.00 ,3
6750.01/W/ST,IRIS INCASSO 10 CM 350mA 4000K,  95.00 ,3
6750.01/WW/25,IRIS INCASSO 10 CM 350mA 3000K,  95.00 ,3
6750.01/WW/48,IRIS INCASSO 10 CM 350mA 3000K,  95.00 ,3
6750.01/WW/63,IRIS INCASSO 10 CM 350mA 3000K,  95.00 ,3
6750.01/WW/ST,IRIS INCASSO 10 CM 350mA 3000K,  95.00 ,3
6750.01/XW/25,IRIS INCASSO 10 CM 350mA 2700K,  95.00 ,3
6750.01/XW/48,IRIS INCASSO 10 CM 350mA 2700K,  95.00 ,3
6750.01/XW/63,IRIS INCASSO 10 CM 350mA 2700K,  95.00 ,3
6750.01/XW/ST,IRIS INCASSO 10 CM 350mA 2700K,  95.00 ,3
6750.02/W/25,IRIS INCASSO 10 CM 350mA 4000K,  95.00 ,3
6750.02/W/48,IRIS INCASSO 10 CM 350mA 4000K,  95.00 ,3
6750.02/W/63,IRIS INCASSO 10 CM 350mA 4000K,  95.00 ,3
6750.02/W/ST,IRIS INCASSO 10 CM 350mA 4000K,  95.00 ,3
6750.02/WW/25,IRIS INCASSO 10 CM 350mA 3000K,  95.00 ,3
6750.02/WW/48,IRIS INCASSO 10 CM 350mA 3000K,  95.00 ,3
6750.02/WW/63,IRIS INCASSO 10 CM 350mA 3000K,  95.00 ,3
6750.02/WW/ST,IRIS INCASSO 10 CM 350mA 3000K,  95.00 ,3
6750.02/XW/25,IRIS INCASSO 10 CM 350mA 2700K,  95.00 ,3
6750.02/XW/48,IRIS INCASSO 10 CM 350mA 2700K,  95.00 ,3
6750.02/XW/63,IRIS INCASSO 10 CM 350mA 2700K,  95.00 ,3
6750.02/XW/ST,IRIS INCASSO 10 CM 350mA 2700K,  95.00 ,3
6750.25/W/25,IRIS INCASSO 10 CM 350mA 4000K,  139.00 ,3
6750.25/W/48,IRIS INCASSO 10 CM 350mA 4000K,  139.00 ,3
6750.25/W/63,IRIS INCASSO 10 CM 350mA 4000K,  139.00 ,3
6750.25/W/ST,IRIS INCASSO 10 CM 350mA 4000K,  139.00 ,3
6750.25/WW/25,IRIS INCASSO 10 CM 350mA 3000K,  139.00 ,3
6750.25/WW/48,IRIS INCASSO 10 CM 350mA 3000K,  139.00 ,3
6750.25/WW/63,IRIS INCASSO 10 CM 350mA 3000K,  139.00 ,3
6750.25/WW/ST,IRIS INCASSO 10 CM 350mA 3000K,  139.00 ,3
6750.25/XW/25,IRIS INCASSO 10 CM 350mA 2700K,  139.00 ,3
6750.25/XW/48,IRIS INCASSO 10 CM 350mA 2700K,  139.00 ,3
6750.25/XW/63,IRIS INCASSO 10 CM 350mA 2700K,  139.00 ,3
6750.25/XW/ST,IRIS INCASSO 10 CM 350mA 2700K,  139.00 ,3
6751.01/W/25,IRIS INCAS. DOPPIO 350mA 4000K ,  181.00 ,3
6751.01/W/48,IRIS INCAS. DOPPIO 350mA 4000K ,  181.00 ,3
6751.01/W/63,IRIS INCAS. DOPPIO 350mA 4000K ,  181.00 ,3
6751.01/W/ST,IRIS INCAS. DOPPIO 350mA 4000K ,  181.00 ,3
6751.01/WW/25,IRIS INCAS. DOPPIO 350mA 3000K ,  181.00 ,3
6751.01/WW/48,IRIS INCAS. DOPPIO 350mA 3000K ,  181.00 ,3
6751.01/WW/63,IRIS INCAS. DOPPIO 350mA 3000K ,  181.00 ,3
6751.01/WW/ST,IRIS INCAS. DOPPIO 350mA 3000K ,  181.00 ,3
6751.01/XW/25,IRIS INCAS. DOPPIO 350mA 2700K ,  181.00 ,3
6751.01/XW/48,IRIS INCAS. DOPPIO 350mA 2700K ,  181.00 ,3
6751.01/XW/63,IRIS INCAS. DOPPIO 350mA 2700K ,  181.00 ,3
6751.01/XW/ST,IRIS INCAS. DOPPIO 350mA 2700K ,  181.00 ,3
6751.02/W/25,IRIS INCAS. DOPPIO 350mA 4000K ,  181.00 ,3
6751.02/W/48,IRIS INCAS. DOPPIO 350mA 4000K ,  181.00 ,3
6751.02/W/63,IRIS INCAS. DOPPIO 350mA 4000K ,  181.00 ,3
6751.02/W/ST,IRIS INCAS. DOPPIO 350mA 4000K ,  181.00 ,3
6751.02/WW/25,IRIS INCAS. DOPPIO 350mA 3000K ,  181.00 ,3
6751.02/WW/48,IRIS INCAS. DOPPIO 350mA 3000K ,  181.00 ,3
6751.02/WW/63,IRIS INCAS. DOPPIO 350mA 3000K ,  181.00 ,3
6751.02/WW/ST,IRIS INCAS. DOPPIO 350mA 3000K ,  181.00 ,3
6751.02/XW/25,IRIS INCAS. DOPPIO 350mA 2700K ,  181.00 ,3
6751.02/XW/48,IRIS INCAS. DOPPIO 350mA 2700K ,  181.00 ,3
6751.02/XW/63,IRIS INCAS. DOPPIO 350mA 2700K ,  181.00 ,3
6751.02/XW/ST,IRIS INCAS. DOPPIO 350mA 2700K ,  181.00 ,3
6751.25/W/25,IRIS INCAS. DOPPIO 350mA 4000K ,  245.00 ,3
6751.25/W/48,IRIS INCAS. DOPPIO 350mA 4000K ,  245.00 ,3
6751.25/W/63,IRIS INCAS. DOPPIO 350mA 4000K ,  245.00 ,3
6751.25/W/ST,IRIS INCAS. DOPPIO 350mA 4000K ,  245.00 ,3
6751.25/WW/25,IRIS INCAS. DOPPIO 350mA 3000K ,  245.00 ,3
6751.25/WW/48,IRIS INCAS. DOPPIO 350mA 3000K ,  245.00 ,3
6751.25/WW/63,IRIS INCAS. DOPPIO 350mA 3000K ,  245.00 ,3
